Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['School of Technology and Computer Science Tata Institute of Fundamental Research (TIFR) Mumbai' 'http://www.tcs.tifr.res.in' 'TIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['National Centre for Biological Sciences (NCBS)' 'http://www.ncbs.res.in' 'NCBS']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Homi Bhabha Centre for Science Education (HBCSE)' 'http://www.hbcse.tifr.res.in' 'HBCSE']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['National Centre for Radio Astrophysics (NCRA) Tata Institute of Fundamental Research (TIFR)' 'http://www.ncra.tifr.res.in' 'NCRATIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['International Centre for Theoretical Sciences (ICTS) TIFR Mumbai Maharashtra' 'http://www.icts.res.in' 'ICTS']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Indian Lattice Gauge Theory Initiative TIFR Mumbai' 'http://www.ilgti.tifr.res.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['TIFR Centre For Applicable Mathematics Bangalore' 'http://math.tifrbng.res.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Department of Theoretical Physics Tata Institute of Fundamental Research (TIFR) Mumbai' 'http://theory.tifr.res.in' 'TIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['School of Technology and Computer Science Tata Institute of Fundamental Research (TIFR) Mumbai' 'http://www.tcs.tifr.res.in' 'TIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Tata Memorial Centre (Hospital) (TMC)' 'https://tmc.gov.in' 'HospitalTMC']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Advanced Centre for Treatment Research and Education in Cancer (ACTREC) Tata Memorial Centre' 'http://actrec.gov.in' 'ACTREC']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Advanced Centre for Treatment Research and Education in Cancer (ACTREC) Tata Memorial Centre' 'http://actrec.gov.in' 'ACTREC']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Variable Energy Cyclotron Centre (VECC)' 'http://www.vecc.gov.in' 'VECC']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Atomic Energy Central School Anupuram. Tamil Nadu' 'http://www.aecsanupuram.tn.nic.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['National Centre for Biological Sciences (NCBS)' 'http://www.ncbs.res.in' 'NCBS']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Homi Bhabha Centre for Science Education (HBCSE)' 'http://www.hbcse.tifr.res.in' 'HBCSE']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['National Centre for Radio Astrophysics (NCRA) Tata Institute of Fundamental Research (TIFR)' 'http://www.ncra.tifr.res.in' 'NCRATIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['International Centre for Theoretical Sciences (ICTS) TIFR Mumbai Maharashtra' 'http://www.icts.res.in' 'ICTS']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Indian Lattice Gauge Theory Initiative TIFR Mumbai' 'http://www.ilgti.tifr.res.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['TIFR Centre For Applicable Mathematics Bangalore' 'http://math.tifrbng.res.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Department of Theoretical Physics Tata Institute of Fundamental Research (TIFR) Mumbai' 'http://theory.tifr.res.in' 'TIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['School of Technology and Computer Science Tata Institute of Fundamental Research (TIFR) Mumbai' 'http://www.tcs.tifr.res.in' 'TIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Advanced Centre for Treatment Research and Education in Cancer (ACTREC) Tata Memorial Centre' 'http://actrec.gov.in' 'ACTREC']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Atomic Energy Central School Anupuram. Tamil Nadu' 'http://www.aecsanupuram.tn.nic.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['National Centre for Biological Sciences (NCBS)' 'http://www.ncbs.res.in' 'NCBS']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Homi Bhabha Centre for Science Education (HBCSE)' 'http://www.hbcse.tifr.res.in' 'HBCSE']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['National Centre for Radio Astrophysics (NCRA) Tata Institute of Fundamental Research (TIFR)' 'http://www.ncra.tifr.res.in' 'NCRATIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['International Centre for Theoretical Sciences (ICTS) TIFR Mumbai Maharashtra' 'http://www.icts.res.in' 'ICTS']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Indian Lattice Gauge Theory Initiative TIFR Mumbai' 'http://www.ilgti.tifr.res.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['TIFR Centre For Applicable Mathematics Bangalore' 'http://math.tifrbng.res.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Department of Theoretical Physics Tata Institute of Fundamental Research (TIFR) Mumbai' 'http://theory.tifr.res.in' 'TIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['School of Technology and Computer Science Tata Institute of Fundamental Research (TIFR) Mumbai' 'http://www.tcs.tifr.res.in' 'TIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous / Apex Institutions,['Advanced Centre for Treatment Research and Education in Cancer (ACTREC) Tata Memorial Centre' 'http://actrec.gov.in' 'ACTREC']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Central School - 4 Mumbai' 'http://aecsmum4.ac.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Central school 6 Mumbai' 'http://aecsmum6.ac.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Central School Anupuram. Tamil Nadu' 'http://www.aecsanupuram.tn.nic.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Central School - I Jaduguda Jharkhand' 'http://aecs1jaduguda.nic.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Central School No.1 and Junior College Tarapur Thane Maharashtra' 'http://aecstar1.edu.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Central School No 2 Anushaktinagar Mumbai' 'http://aecsmum2.ac.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Central School No.2 Rawatbhata Chittorgarh Rajasthan' 'http://aecsrbt2.nic.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Central School No - 2 Tarapur Maharashtra' 'http://aecstar2.edu.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Central school No.3 Mumbai' 'http://aecsmum3.ac.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Central School No.4 Rawatbhata Rajasthan' 'http://aecs4rbt.nic.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Central School Turamdih Jharkhand' 'http://aecsturamdih.nic.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Atomic Energy Junior College (AEJC) Mumbai' 'http://aejcmumbai.ac.in' 'AEJC']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Department of Theoretical Physics Tata Institute of Fundamental Research (TIFR) Mumbai' 'http://theory.tifr.res.in' 'TIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Harish-Chandra Research Institute (HRI) Allahabad' 'http://www.hri.res.in' 'HRI']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Homi Bhabha Centre for Science Education (HBCSE)' 'http://www.hbcse.tifr.res.in' 'HBCSE']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['Homi Bhabha National Institute Mumbai' 'http://www.hbni.ac.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['National Centre for Radio Astrophysics (NCRA) Tata Institute of Fundamental Research (TIFR)' 'http://www.ncra.tifr.res.in' 'NCRATIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Academies / Institutions (Grant in Aid),['National Institute of Science Education and Research Bhubaneswar' 'http://www.niser.ac.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Boards / Undertakings,['Nuclear Fuel Complex' 'http://www.nfc.gov.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Regional/Field Offices,['National Centre for Biological Sciences (NCBS)' 'http://www.ncbs.res.in' 'NCBS']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Schemes / Programmes and Missions,['Advanced Centre for Treatment Research and Education in Cancer (ACTREC) Tata Memorial Centre' 'http://actrec.gov.in' 'ACTREC']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Schemes / Programmes and Missions,['Indian Lattice Gauge Theory Initiative TIFR Mumbai' 'http://www.ilgti.tifr.res.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Schemes / Programmes and Missions,['Recruitment Portal of Bhabha Atomic Research Centre (BARC)' 'https://recruit.barc.gov.in' 'BARC']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],PSUs / Joint Ventures,['Atomic Energy Regulatory Board (AERB)' 'http://www.aerb.gov.in' 'AERB']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],PSUs / Joint Ventures,['Bharatiya Nabhikiya Vidyut Nigam Limited (BHAVINI)' 'http://www.bhavini.nic.in' 'BHAVINI']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],PSUs / Joint Ventures,['Board of Radiation and Isotope Technology (BRIT)' 'http://britatom.gov.in' 'BRIT']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],PSUs / Joint Ventures,['Heavy Water Board (HWB)' 'http://www.hwb.gov.in' 'HWB']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],PSUs / Joint Ventures,['Indian Rare Earths India Limited (IREL)' 'http://irel.co.in' 'IREL']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],PSUs / Joint Ventures,['National Board for Higher Mathematics (NBHM) Mumbai' 'http://www.nbhm.dae.gov.in' 'NBHM']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],PSUs / Joint Ventures,['Nuclear Power Corporation of India Limited (NPCIL)' 'http://www.npcil.nic.in' 'NPCIL']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],PSUs / Joint Ventures,['Raja Ramanna Centre for Advanced Technology (RRCAT) Indore' 'http://www.rrcat.gov.in' 'RRCAT']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],PSUs / Joint Ventures,['Uranium Corporation of India Limited (UCIL)' 'http://www.ucil.gov.in' 'UCIL']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Divisions / Units / Wings,['Bhabha Atomic Research Centre (BARC)' 'http://www.barc.gov.in' 'BARC']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Divisions / Units / Wings,['Recruitment Portal of Bhabha Atomic Research Centre (BARC)' 'https://recruit.barc.gov.in' 'BARC']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Divisions / Units / Wings,['Global Centre for Nuclear Energy Partnership (GCNEP)' 'http://www.gcnep.gov.in' 'GCNEP']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Divisions / Units / Wings,['Indira Gandhi Centre for Atomic Research (IGCAR)' 'http://www.igcar.gov.in' 'IGCAR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Divisions / Units / Wings,['International Centre for Theoretical Sciences (ICTS) TIFR Mumbai Maharashtra' 'http://www.icts.res.in' 'ICTS']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Divisions / Units / Wings,['School of Technology and Computer Science Tata Institute of Fundamental Research (TIFR) Mumbai' 'http://www.tcs.tifr.res.in' 'TIFR']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Divisions / Units / Wings,['TIFR Centre For Applicable Mathematics Bangalore' 'http://math.tifrbng.res.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous Organisations / Institutions,['Atomic Energy Central School-5 Anushaktinagar Mumbai Maharashtra' 'http://aecsmum5.ac.in' '']
Union,Independent Departments,['Department of Atomic Energy' 'http://www.dae.nic.in'],Autonomous Organisations / Institutions,['National Centre for Compositional Characterisation of Materials Department of Atomic Energy (DAE)' 'http://aecsmum5.ac.in' 'DAE']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Indian Space Research Organisation (ISRO)' 'http://www.isro.gov.in' 'ISRO ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Laboratory for Electro-Optics Systems (LEOS) ISRO Bengaluru' 'http://www.isro.gov.in/about-isro/laboratory-electro-optics-systems-leos' 'LEOS ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['National Remote Sensing Centre (NRSC)' 'http://www.nrsc.gov.in' 'NRSC ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Bhuvan - Gateway of Indian Earth Observation' 'http://bhuvan.nrsc.gov.in' '']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Indian Centre for Space Physics Kolkata' 'http://csp.res.in' '']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Liquid Propulsion Systems Centre Indian Space Research Organisation (ISRO) Thiruvananthapuram Kerala' 'http://www.lpsc.gov.in' 'ISRO ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Vikram Sarabhai Space Centre (VSSC) ISRO Thiruvananthapuram' 'http://www.vssc.gov.in' 'VSSC ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Space Physics Laboratory (SPL) Department of Space Govt. of India' 'http://spl.gov.in' 'SPL ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Meteorological and Oceanographic Satellite Data Archival Centre (MOSDAC) ISRO' 'http://mosdac.gov.in' 'MOSDAC ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Space Applications Centre (SAC)' 'http://sac.gov.in' 'SAC ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Visualization of Earth observation Data and Archival System (VEDAS) Space Applications Centre (SAC)' 'http://vedas.sac.gov.in/vedas' 'VEDAS SAC ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Indian Institute of Remote Sensing (IIRS)' 'http://www.iirs.gov.in' 'IIRS ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Subordinate Offices,['Satish Dhawan Space Centre SHAR (SDSC - SHAR)' 'http://www.shar.gov.in' 'SDSC - SHAR ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Autonomous / Apex Institutions,['National Atmospheric Research Laboratory (NARL)' 'https://www.narl.gov.in' 'NARL ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Autonomous / Apex Institutions,['North Eastern Space Applications Centre' 'http://nesac.gov.in' '']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Autonomous / Apex Institutions,['Semi-Conductor Laboratory' 'http://scl.gov.in' '']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Autonomous / Apex Institutions,['Space Physics Laboratory (SPL) Department of Space Govt. of India' 'http://spl.gov.in' 'SPL ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Academies / Institutions (Grant in Aid),['Indian Centre for Space Physics Kolkata' 'http://csp.res.in' '']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Academies / Institutions (Grant in Aid),['Indian Institute of Remote Sensing (IIRS)' 'http://www.iirs.gov.in' 'IIRS ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Academies / Institutions (Grant in Aid),['Indian Institute of Space Science and Technology (IIST) Thiruvananthapuram' 'http://www.iist.ac.in' 'IIST ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Academies / Institutions (Grant in Aid),['Physical Research Laboratory (PRL) Department of Space India Ahmedabad' 'http://www.prl.res.in' 'PRL ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Schemes / Programmes and Missions,['Bhuvan - Gateway of Indian Earth Observation' 'http://bhuvan.nrsc.gov.in' '']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Schemes / Programmes and Missions,['Liquid Propulsion Systems Centre Indian Space Research Organisation (ISRO) Thiruvananthapuram Kerala' 'http://www.lpsc.gov.in' 'ISRO ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Schemes / Programmes and Missions,['Meteorological and Oceanographic Satellite Data Archival Centre (MOSDAC) ISRO' 'http://mosdac.gov.in' 'MOSDAC ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Schemes / Programmes and Missions,['National Remote Sensing Centre (NRSC)' 'http://www.nrsc.gov.in' 'NRSC ']
Union,Independent Departments,['Department of Space' 'http://www.dos.gov.in'],Schemes / Programmes and Missions,['Space Applications Centre (SAC)' 'http://sac.gov.in' 'SAC ']
