Cat1,Org1,Cat2,Cat3/Org2,Org3
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Alanda Town Municipal Council, Karnataka', 'http://www.alandatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Anekal Town Municipal Council, Karnataka', 'http://anekaltown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Annigeri Town Municipal Council, Karnataka', 'http://www.annigeritown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Arsikere Town Municipal Council, Karnataka', 'http://www.arasikerecity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Athani Town Municipal Council, Karnataka', 'http://www.athanitown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Badami Town Municipal Council, Karnataka', 'http://www.badamitown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Bagalkote City Municipal Council, Karnataka', 'http://bagalkotecity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Bagepalli Town Municipal Council, Karnataka', 'http://www.bagepallitown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Bailhongala Town Municipal Council, Karnataka', 'http://www.bailhongalatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Bangarpet Town Municipal Council, Karnataka', 'http://www.bangarpettown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Bannur Town Municipal Council, Karnataka', 'http://www.bannurtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Bantwal Town Municipal Council, Karnataka', 'http://www.bantwaltown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Basavakalyana City Municipal Council, Karnataka', 'http://www.basavakalyancity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Basavana - Bagewadi Town Municipal Councill, Karnataka', 'http://www.basavanabagewaditown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Bellary City Corporation, Karnataka', 'http://bellarycity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Bhadravathi City Municipal Council, Karnataka', 'http://www.bhadravathicity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Bijapur City Municipal Council, Karnataka', 'http://www.bijapurcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Birur Town Municipal Council, Karnataka', 'http://www.birurtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Bruhat Bangalore Mahanagara Palike (City Corporation)', 'http://bbmp.gov.in', 'City Corporation ']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Challakere City Municipal Council, Karnataka', 'http://www.challakerecity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Chamarajanagara City Municipal Council, Karnataka', 'http://chamarajanagaracity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Channarayapatna Town Municipal Council, Karnataka', 'http://www.channarayapatnatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Chikkaballapur City Municipal Council, Karnataka', 'https://chikkaballapur.nic.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Chikkanayakanahalli Town Municipal Council, Karnataka', 'http://www.chikkanayakanahallitown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Chikkodi Town Municipal Council, Karnataka', 'http://www.chikkoditown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Chintamani City Municipal Council, Karnataka', 'http://chintamanicity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Chittaguppa Town Municipal Council, Karnataka', 'http://www.chittaguppatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Chittapura Town Municipal Council, Karnataka', 'http://www.chittapuratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Dandeli  City Municipal Council, Karnataka', 'http://www.dandelicity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Davanagere City Corporation, Karnataka', 'http://davanagerecity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Devadurga Town Municipal Council, Karnataka', 'http://www.devadurgatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Doddaballapur City Municipal Council, Karnataka', 'http://doddaballapurcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Gadag Betgeri City Municipal Council, Karnataka', 'http://www.gadag-betagericity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Gajendragada Town Municipal Council, Karnataka', 'http://www.gajendragadatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Gangavathi City Municipal Council, Karnataka', 'http://gangavathicity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Gowribidanur Town Municipal Council, Karnataka', 'http://www.gowribidanurtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Guledagudda Town Municipal Council, Karnataka', 'http://www.guledaguddatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Gundlupet Town Municipal Council, Karnataka', 'http://www.gundlupettown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Hanagal Town Municipal Council, Karnataka', 'http://www.hanagaltown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Harihar City Municipal Council, Karnataka', 'http://www.hariharcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Hiriyur City Municipal Council, Karnataka', 'http://www.hiriyurcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Holenarsipura Town Municipal Council, Karnataka', 'http://www.holenarasipurtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Hospet City Municipal Council, Karnataka', 'http://hospetcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Humnabad Town Municipal Council, Karnataka', 'http://www.humnabadtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Hunsur CIty Municipal Council, Karnataka', 'http://www.hunsurcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Ilkal City Municipal Council, Karnataka', 'http://www.ilkalcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Indi Town Municipal Council, Karnataka', 'http://www.inditown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Jamkhandi City Municipal Council, Karnataka', 'http://www.jamkhandicity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Kanakapura City Municipal Council, Karnataka', 'http://www.kanakapuracity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Kargal Town Panchayat, Karnataka', 'http://www.kargaltown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Karkala Town Municipal Council, Karnataka', 'http://www.karkalatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Karwar City Municipal Council, Karnataka', 'http://karwarcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Kolar City Municipal Council, Karnataka', 'http://kolarcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Kollegala City Municipal Council, Karnataka', 'http://www.kollegalacity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Koppal City Municipal Council, Karnataka', 'http://koppalcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Kottur Town Panchayat, Karnataka', 'http://www.kotturtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['K R Nagara Town Municipal Council, Karnataka', 'http://www.krnagaratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['K.R.Pet Town Municipal Council, Karnataka', 'http://www.krishnarajapetetown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Kumata Town Municipal Council, Karnataka', 'http://www.kumatatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Kunigal Town Municipal Council, Karnataka', 'http://www.kunigaltown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Lakshmishwara Town Municipal Council, Karnataka', 'http://www.lakshmishwaratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Maddur Town Municipal Council, Karnataka', 'http://maddurtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Madhugiri Town Municipal Council, Karnataka', 'http://www.madhugiritown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Madikeri City Municipal Council, Karnataka', 'http://madikericity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Magadi Town Municipal Council, Karnataka', 'http://www.magaditown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Mahalingapura Town Municipal Council, Karnataka', 'http://www.mahalingapuratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Malavalli Town Municipal Council, Karnataka', 'http://www.malavallitown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Malur Town Municipal Council, Karnataka', 'http://www.malurtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Mandya City Municipal Council, Karnataka', 'http://www.mandyacity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Moodbidri Town Municipal Council, Karnataka', 'http://www.moodbidritown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Mudalagi Town Municipal Council, Karnataka', 'http://www.mudalagitown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Mudhol Town Municipal Council, Karnataka', 'http://www.mudholtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Mulbagal City Municipal Council, Karnataka', 'http://www.mulbagalcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Nanjanagudu CIty Municipal Council, Karnataka', 'http://www.nanjanaguducity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Naregal Town Panchayat, Karnataka', 'http://www.naregaltown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Navalgunda Town Municipal Council, Karnataka', 'http://www.navalgundtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Nelamangala Town Municipal Council, Karnataka', 'http://www.nelamangalatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Nippani City Municipal Council, Karnataka', 'http://nippanicity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Pavagada Town Municipal Council, Karnataka', 'http://www.pavagadatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Puttur City Municipal Council, Karnataka', 'http://www.putturcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Rabakavi - Banahatti  City Municipal Council, Karnataka', 'http://rabkavi-banahatticity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Ramanagara City Municipal Council, Karnataka', 'http://www.ramanagaracity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Ranebennur City Municipal Council, Karnataka', 'http://ranebennurcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Robertsonpet City Municipal Council, Karnataka', 'http://www.robertsonpetcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Rona Town Municipal Council, Karnataka', 'http://www.ronatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Sagara City Municipal Council, Karnataka', 'http://www.sagaracity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Sakaleshpura Town Municipal Council, Karnataka', 'http://sakaleshpuratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Sandoor Town Municipal Council, Karnataka', 'http://www.sandoortown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Sankeshwara Town Municipal Council, Karnataka', 'http://www.sankeshwaratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Saundatti Town Municipal Council, Karnataka', 'http://www.saundattitown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Savanur Town Municipal Council, Karnataka', 'http://www.savanurtown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Shahabad City Municipal Council, Karnataka', 'http://shahabadcity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Shidlaghatta Town Municipal Council, Karnataka', 'http://www.shidlaghattatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Shiggaon Town Municipal Council, Karnataka', 'http://www.shiggaontown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Shikaripura Town Municipal Council, Karnataka', 'http://www.shikaripuratown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Shimoga City Municipal Council, Karnataka', 'http://www.shimogacity.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Shiralakoppa Town Panchayat, Karnataka', 'http://shiralakoppatown.mrc.gov.in', '']"
State & UTs,['Karnataka'],Local Bodies,Municipalities / Councils / Boards,"['Sindhanur City Municipal Council, Karnataka', 'http://www.sindhanurtown.mrc.gov.in', '']"
